wn:00902108n	a-scan_ultrasonography%1:04:00::
wn:00832471n	echoencephalography%1:04:00::
wn:07200421n	echolalia%1:10:00::
wn:01018951n	echolalia%1:04:00::
wn:00155797n	echolocation%1:04:00::
wn:05788713n	eclecticism%1:09:00::
wn:07368646n	eclipse%1:11:00::
wn:13471052n	economic_growth%1:22:00::
wn:01230566n	economic_mobilization%1:04:00::
wn:06656741n	economic_policy%1:10:00::
wn:13471206n	economic_process%1:22:00::
wn:01162062n	economic_strangulation%1:04:00::
wn:05994935n	economic_theory%1:09:00::
wn:00192613n	economy%1:04:00::
wn:00193099n	economy_of_scale%1:04:00::
wn:00764031n	ecoterrorism%1:04:00::
wn:00298351n	ecotourism%1:04:00::
wn:07432973n	eddy%1:11:00::
wn:00592102n	editorship%1:04:00::
wn:00883297n	education%1:04:00::
wn:05753564n	education%1:09:01::
wn:00611433n	education%1:04:01::
wn:00515578n	edutainment%1:04:00::
wn:13471517n	effacement%1:22:00::
wn:00054328n	effacement%1:04:00::
wn:13471681n	effervescence%1:22:00::
wn:00659667n	effleurage%1:04:00::
wn:11410527n	efflorescence%1:19:00::
wn:00621627n	effort%1:04:01::
wn:00329943n	effusion%1:04:00::
wn:07322138n	egress%1:11:00::
wn:00044455n	egress%1:04:01::
wn:00540396n	eightsome%1:04:00::
wn:00517231n	eisteddfod%1:04:00::
wn:13471815n	ejaculation%1:22:00::
wn:00206927n	ejection%1:04:00::
wn:11488601n	el_nino%1:19:00::
wn:11488828n	el_nino_southern_oscillation%1:19:00::
wn:00250710n	elaboration%1:04:00::
wn:11433698n	elastance%1:19:00::
wn:11448835n	elastic_energy%1:19:00::
wn:00114298n	elbowing%1:04:00::
wn:00592199n	eldership%1:04:00::
wn:00181781n	election%1:04:01::
wn:00180962n	election%1:04:00::
wn:00777679n	election_fraud%1:04:00::
wn:07245885n	electioneering%1:10:00::
wn:00890808n	elective_course%1:04:00::
wn:11483472n	electric_dipole_moment%1:19:00::
wn:11449658n	electric_field%1:19:00::
wn:11493827n	electric_potential%1:19:00::
wn:11503968n	electric_resistance%1:19:00::
wn:01163586n	electric_shock%1:04:01::
wn:00839292n	electric_shock%1:04:00::
wn:11512650n	electrical_conduction%1:19:00::
wn:07307895n	electrical_discharge%1:11:00::
wn:11514288n	electrical_disturbance%1:19:00::
wn:11449002n	electrical_phenomenon%1:19:00::
wn:11449419n	electrical_power%1:19:00::
wn:00608265n	electrical_work%1:04:00::
wn:11449907n	electricity%1:19:00::
wn:11450566n	electricity%1:19:01::
wn:01047191n	electrification%1:04:00::
wn:00952615n	electrification%1:04:01::
wn:00697734n	electrocautery%1:04:00::
wn:00706605n	electroconvulsive_therapy%1:04:00::
wn:01165112n	electrocution%1:04:01::
wn:00228078n	electrocution%1:04:00::
wn:13471958n	electrodeposition%1:22:00::
wn:13472125n	electrolysis%1:22:00::
wn:00255065n	electrolysis%1:04:00::
wn:11516439n	electromagnetic_interaction%1:19:00::
wn:00995855n	electromagnetic_intrusion%1:04:00::
wn:11450869n	electromagnetic_radiation%1:19:00::
wn:11479368n	electromagnetism%1:19:00::
wn:01006054n	electromyography%1:04:00::
wn:00641109n	electron_microscopy%1:04:00::
wn:00641222n	electron_spin_resonance%1:04:00::
wn:06278662n	electronic_communication%1:10:00::
wn:00995356n	electronic_counter-countermeasures%1:04:00::
wn:00995134n	electronic_countermeasures%1:04:00::
wn:13472341n	electronic_data_processing%1:22:00::
wn:01251270n	electronic_deception%1:04:00::
wn:06279326n	electronic_mail%1:10:00::
wn:00986080n	electronic_reconnaissance%1:04:00::
wn:00654765n	electronic_surveillance%1:04:00::
wn:00995588n	electronic_warfare-support_measures%1:04:00::
wn:00954751n	electronic_warfare%1:04:00::
wn:00983102n	electronics_intelligence%1:04:00::
wn:13472518n	electrophoresis%1:22:00::
wn:11435358n	electrostatic_charge%1:19:00::
wn:11435541n	electrostatic_field%1:19:00::
wn:13472862n	electrostatic_precipitation%1:22:00::
wn:00670897n	electrosurgery%1:04:00::
wn:00662681n	electrotherapy%1:04:00::
wn:00885858n	elementary_education%1:04:00::
wn:11525303n	elements%1:19:00::
wn:06881662n	elephant%1:10:00::
wn:07370671n	elevation%1:11:00::
wn:00637145n	eleven-plus%1:04:00::
wn:00395333n	elimination%1:04:02::
wn:13473097n	elimination%1:22:00::
wn:05782245n	elimination%1:09:00::
wn:00395503n	elimination%1:04:03::
wn:00223720n	elimination%1:04:01::
wn:13473392n	elimination_reaction%1:22:00::
wn:07464969n	elimination_tournament%1:11:00::
wn:13473536n	elision%1:22:00::
wn:13473716n	ellipsis%1:22:00::
wn:00406007n	elongation%1:04:00::
wn:00058608n	elopement%1:04:00::
wn:07232655n	elucidation%1:10:01::
wn:13473836n	elution%1:22:00::
wn:11474774n	elves%1:19:00::
wn:07327288n	emanation%1:11:00::
wn:01247413n	emancipation%1:04:00::
wn:00820406n	embalmment%1:04:00::
wn:06660520n	embargo%1:10:00::
wn:07305551n	embarrassment%1:11:00::
wn:07172979n	embellishment%1:10:00::
wn:00776732n	embezzlement%1:04:00::
wn:06880664n	emblem%1:10:00::
wn:00933000n	embodiment%1:04:00::
wn:00673234n	embolectomy%1:04:00::
wn:14101083n	embolism%1:26:00::
wn:00417397n	embrace%1:04:00::
wn:00180770n	embrace%1:04:01::
wn:00639398n	embryonic_stem-cell_research%1:04:00::
wn:01250208n	emendation%1:04:00::
wn:07324673n	emergence%1:11:01::
wn:07319909n	emergence%1:11:00::
wn:00050693n	emergence%1:04:01::
wn:07417405n	emergency%1:11:00::
wn:00177783n	emergency_procedure%1:04:00::
wn:13474130n	emergent_evolution%1:22:00::
wn:00056087n	emigration%1:04:00::
wn:00592292n	emirate%1:04:00::
wn:01253060n	emission%1:04:00::
wn:13474290n	emission%1:22:00::
wn:07433868n	emission%1:11:00::
wn:01264243n	emphasizing%1:04:00::
wn:05798315n	empirical_research%1:09:00::
wn:00635699n	empiricism%1:04:00::
wn:01098541n	employee-owned_enterprise%1:04:00::
wn:00584367n	employment%1:04:00::
wn:01217859n	employment%1:04:02::
wn:00395797n	emptying%1:04:00::
wn:01021270n	emulation%1:04:00::
wn:00166865n	en_passant%1:04:00::
wn:01126856n	enactment%1:04:01::
wn:13474495n	encapsulation%1:22:00::
wn:00322488n	encasement%1:04:00::
wn:00906290n	encephalography%1:04:00::
wn:00321956n	enclosure%1:04:00::
wn:00615887n	encoding%1:04:00::
wn:00099439n	encore%1:04:00::
wn:00147187n	encounter%1:04:01::
wn:07291794n	end%1:11:00::
wn:00787727n	end%1:04:00::
wn:00728065n	end%1:04:02::
wn:00673347n	endarterectomy%1:04:00::
wn:01227805n	endearment%1:04:00::
wn:07292273n	endgame%1:11:01::
wn:07292118n	endgame%1:11:00::
wn:07291312n	ending%1:11:00::
wn:13474615n	endoergic_reaction%1:22:00::
wn:11418011n	endogeny%1:19:00::
wn:01215168n	endorsement%1:04:00::
wn:00642045n	endoscopy%1:04:00::
wn:13474734n	endothermic_reaction%1:22:00::
wn:01086744n	endowment%1:04:00::
wn:00299933n	endurance_riding%1:04:00::
wn:00695944n	enema%1:04:00::
wn:01046984n	energizing%1:04:00::
wn:11452218n	energy%1:19:00::
wn:11452079n	energy%1:19:01::
wn:11452750n	energy_level%1:19:00::
wn:00673494n	enervation%1:04:00::
wn:00124008n	enfilade%1:04:00::
wn:01127019n	enforcement%1:04:00::
wn:00270919n	engagement%1:04:05::
wn:07338114n	engagement%1:11:00::
wn:01239064n	engagement%1:04:00::
wn:07421669n	engine_failure%1:11:00::
wn:07442569n	english%1:11:00::
wn:00840630n	engorgement%1:04:00::
wn:00938791n	engraving%1:04:00::
wn:00265992n	enhancement%1:04:00::
wn:01072072n	enjoyment%1:04:00::
wn:01206986n	enlistment%1:04:00::
wn:00065098n	ennoblement%1:04:00::
wn:00746033n	enormity%1:04:00::
wn:00264366n	enrichment%1:04:00::
wn:00089234n	enslavement%1:04:00::
wn:00049909n	entail%1:04:00::
wn:00671022n	enterostomy%1:04:00::
wn:00796886n	enterprise%1:04:00::
wn:00429048n	entertainment%1:04:00::
wn:00159620n	enticement%1:04:00::
wn:07370125n	entrance%1:11:00::
wn:00049003n	entrance%1:04:00::
wn:07198119n	entrance_examination%1:10:00::
wn:01199035n	entrapment%1:04:00::
wn:07186828n	entreaty%1:10:00::
wn:00049789n	entree%1:04:00::
wn:00671190n	enucleation%1:04:00::
wn:13474858n	enuresis%1:22:00::
wn:00276189n	environmentalism%1:04:00::
wn:00758335n	envy%1:04:00::
wn:00791875n	enzyme-linked-immunosorbent_serologic_assay%1:04:00::
wn:07242657n	epideictic_oratory%1:10:00::
wn:07435533n	epidemic%1:11:00::
wn:00322778n	epidural_injection%1:04:00::
wn:13475072n	epigenesis%1:22:00::
wn:00681869n	epikeratophakia%1:04:00::
wn:13475205n	epilation%1:22:00::
wn:14083200n	epileptic_seizure%1:26:00::
wn:07323605n	epiphany%1:11:00::
wn:11453735n	epiphenomenon%1:19:00::
wn:00680914n	episiotomy%1:04:00::
wn:07289956n	episode%1:11:00::
wn:06621771n	episode%1:10:00::
wn:05761044n	episodic_memory%1:09:00::
wn:13475320n	epitaxy%1:22:00::
wn:13462680n	eponymy%1:22:00::
wn:01000610n	equal_temperament%1:04:00::
wn:00044673n	equalization%1:04:00::
wn:00483098n	equalizer%1:04:00::
wn:00185307n	equation%1:04:00::
wn:11489070n	equatorial_current%1:19:00::
wn:00450700n	equestrian_sport%1:04:00::
wn:01265632n	equilibration%1:04:00::
wn:00751779n	equivocation%1:04:00::
wn:07331013n	eradication%1:11:00::
wn:00911752n	erecting%1:04:00::
wn:00861894n	ergotropism%1:04:00::
wn:13475538n	erosion%1:22:00::
wn:13475944n	erosion%1:22:02::
wn:00731947n	errand%1:04:00::
wn:00072068n	error%1:04:03::
wn:07299569n	error%1:11:00::
wn:07320176n	eruption%1:11:02::
wn:13476111n	erythropoiesis%1:22:00::
wn:00325631n	escalade%1:04:00::
wn:00366846n	escalation%1:04:00::
wn:00429322n	escapade%1:04:00::
wn:00058743n	escape%1:04:00::
wn:00429440n	escape%1:04:02::
wn:00204199n	escape%1:04:03::
wn:00173283n	escape%1:04:04::
wn:07436661n	escape%1:11:00::
wn:00741158n	escape_mechanism%1:04:00::
wn:00827782n	escort%1:04:00::
wn:00654563n	espionage%1:04:00::
wn:00787218n	essay%1:04:00::
wn:05893261n	essential_condition%1:09:00::
wn:13476267n	establishment%1:22:00::
wn:05803379n	estimate%1:09:00::
wn:00875246n	estimate%1:04:01::
wn:06254915n	ether%1:10:00::
wn:01265734n	ethnic_cleansing%1:04:00::
wn:00362862n	etiolation%1:04:01::
wn:00274206n	etiolation%1:04:00::
wn:07327608n	etiology%1:11:00::
wn:00492309n	euchre%1:04:00::
wn:00833491n	eupnea%1:04:00::
wn:13476440n	europeanization%1:22:00::
wn:00429713n	eurythmy%1:04:00::
wn:00219856n	euthanasia%1:04:00::
wn:13476590n	eutrophication%1:22:00::
wn:00054821n	evacuation%1:04:01::
wn:00874806n	evaluation%1:04:00::
wn:05736149n	evaluation%1:09:00::
wn:07335917n	evanescence%1:11:00::
wn:07244613n	evangelism%1:10:00::
wn:01120855n	evasion%1:04:02::
wn:00740712n	evasion%1:04:01::
wn:00059127n	evasion%1:04:00::
wn:00029378n	event%1:03:00::
wn:13943400n	event%1:26:00::
wn:11453860n	event%1:19:00::
wn:07290761n	eventuality%1:11:00::
wn:01194904n	eviction%1:04:01::
wn:01194331n	eviction%1:04:00::
wn:00745637n	evil%1:04:00::
wn:00879156n	evil_eye%1:04:00::
wn:00673578n	evisceration%1:04:00::
wn:00354342n	evisceration%1:04:02::
wn:05769833n	evocation%1:09:00::
wn:11494076n	evoked_potential%1:19:00::
wn:13477023n	evolution%1:22:00::
wn:01222157n	exacerbation%1:04:00::
wn:00507025n	exacta%1:04:00::
wn:01061526n	exaction%1:04:00::
wn:00367552n	exaggeration%1:04:00::
wn:05787005n	examen%1:09:00::
wn:05734288n	examen%1:09:02::
wn:00635850n	examination%1:04:00::
wn:07197021n	examination%1:10:00::
wn:00636461n	examination%1:04:02::
wn:00425451n	exasperation%1:04:00::
wn:00941974n	excavation%1:04:01::
wn:05707269n	exception%1:09:00::
wn:07209533n	exception%1:10:00::
wn:11409538n	exchange%1:19:00::
wn:01166258n	exchange%1:04:02::
wn:01109467n	exchange%1:04:03::
wn:01093085n	exchange%1:04:00::
wn:00167278n	exchange%1:04:05::
wn:00167063n	exchange%1:04:04::
wn:00323766n	exchange_transfusion%1:04:00::
wn:01260867n	excitation%1:04:00::
wn:05792842n	excogitation%1:09:00::
wn:00208277n	excommunication%1:04:00::
wn:07233214n	excoriation%1:10:00::
wn:01227691n	exculpation%1:04:00::
wn:00311809n	excursion%1:04:00::
wn:07233634n	execration%1:10:00::
wn:01163779n	execution%1:04:00::
wn:13477462n	execution%1:22:00::
wn:06554078n	execution%1:10:01::
wn:01127379n	execution%1:04:03::
wn:00213903n	exemption%1:04:00::
wn:00673710n	exenteration%1:04:00::
wn:00624738n	exercise%1:04:00::
wn:00894552n	exercise%1:04:02::
wn:00729919n	exercise%1:04:01::
wn:07454452n	exercise%1:11:01::
wn:00983811n	exfiltration_operation%1:04:00::
wn:11445753n	exfoliation%1:19:00::
wn:00835267n	exhalation%1:04:00::
wn:00356621n	exhaustion%1:04:00::
wn:00522145n	exhibition%1:04:00::
wn:00456899n	exhibition_game%1:04:00::
wn:00737894n	exhibitionism%1:04:00::
wn:07139700n	exhortation%1:10:01::
wn:07246036n	exhortation%1:10:00::
wn:00044900n	exhumation%1:04:00::
wn:00207761n	exile%1:04:00::
wn:00058519n	exit%1:04:00::
wn:05801286n	exit_poll%1:09:00::
wn:00060414n	exodus%1:04:00::
wn:13477691n	exoergic_reaction%1:22:00::
wn:13477812n	exothermic_reaction%1:22:00::
wn:00365709n	expansion%1:04:00::
wn:07172756n	expansion%1:10:00::
wn:00371314n	expansion%1:04:01::
wn:07139151n	expatiation%1:10:00::
wn:13477934n	expectoration%1:22:00::
wn:00177448n	expedient%1:04:00::
wn:00968479n	expedition%1:04:01::
wn:00309647n	expedition%1:04:00::
wn:01122601n	expending%1:04:00::
wn:07420671n	expense%1:11:00::
wn:07285403n	experience%1:11:00::
wn:00639556n	experiment%1:04:00::
wn:05798043n	experiment%1:09:00::
wn:00785959n	experiment%1:04:01::
wn:00178024n	experimental_procedure%1:04:00::
wn:00095121n	expiation%1:04:00::
wn:05793000n	explanation%1:09:00::
wn:07232421n	explanation%1:10:01::
wn:07232811n	explication%1:10:01::
wn:00948206n	exploitation%1:04:00::
wn:00418903n	exploitation%1:04:01::
wn:00310063n	exploration%1:04:02::
wn:00945777n	exploration%1:04:00::
wn:05785311n	exploration%1:09:00::
wn:07308563n	explosion%1:11:00::
wn:00377364n	explosion%1:04:00::
wn:07414068n	explosion%1:11:01::
wn:07383696n	explosion%1:11:02::
wn:00572706n	explosion%1:04:01::
wn:13478055n	exponential_decay%1:22:00::
wn:00872411n	exponentiation%1:04:00::
wn:01111952n	exporting%1:04:00::
wn:07215568n	expose%1:10:00::
wn:07246742n	expostulation%1:10:00::
wn:00157463n	exposure%1:04:06::
wn:07215377n	exposure%1:10:00::
wn:00907340n	exposure%1:04:02::
wn:00522537n	exposure%1:04:05::
wn:00204659n	exposure%1:04:01::
wn:00702202n	exposure_therapy%1:04:00::
wn:01106460n	express%1:04:00::
wn:07139873n	expression%1:10:04::
wn:13478205n	expression%1:22:00::
wn:00358528n	expression%1:04:00::
wn:00086140n	expropriation%1:04:00::
wn:00116687n	expulsion%1:04:00::
wn:00397760n	expunction%1:04:00::
wn:00397010n	expurgation%1:04:00::
wn:00099588n	extemporization%1:04:00::
wn:00367768n	extension%1:04:02::
wn:00886039n	extension%1:04:00::
wn:00369532n	extension%1:04:01::
wn:00890941n	extension_course%1:04:00::
wn:00354583n	extenuation%1:04:00::
wn:01245061n	extermination%1:04:00::
wn:05735680n	externalization%1:09:00::
wn:00932624n	externalization%1:04:00::
wn:13478342n	extinction%1:22:00::
wn:07332691n	extinction%1:11:00::
wn:05758692n	extinction%1:09:00::
wn:00229934n	extinction%1:04:01::
wn:00115803n	extirpation%1:04:01::
wn:01061726n	extortion%1:04:01::
wn:00784388n	extortion%1:04:00::
wn:00678752n	extracapsular_surgery%1:04:00::
wn:13478525n	extraction%1:22:00::
wn:00392950n	extraction%1:04:00::
wn:00886272n	extracurricular_activity%1:04:00::
wn:00213482n	extradition%1:04:00::
wn:00848282n	extramarital_sex%1:04:00::
wn:05802547n	extrapolation%1:09:00::
wn:05781145n	extrapolation%1:09:01::
wn:07401604n	extrasystole%1:11:00::
wn:00743641n	extravagance%1:04:00::
wn:00515684n	extravaganza%1:04:00::
wn:13478813n	extravasation%1:22:00::
wn:00778017n	extrinsic_fraud%1:04:00::
wn:00358702n	extrusion%1:04:00::
wn:07432337n	exudation%1:11:00::
wn:00877786n	eye-beaming%1:04:00::
wn:05703307n	eye%1:09:01::
wn:00039740n	eye_contact%1:04:00::
wn:00337486n	eye_movement%1:04:00::
wn:07298624n	eye_opener%1:11:00::
wn:00673863n	eye_operation%1:04:00::
wn:00656643n	eyedrop%1:04:00::
wn:00881914n	eyeful%1:04:00::
wn:06475307n	eysenck_personality_inventory%1:10:00::
wn:00931040n	fabrication%1:04:02::
wn:00924825n	fabrication%1:04:00::
wn:00912001n	fabrication%1:04:01::
wn:00239024n	face-off%1:04:00::
wn:00674158n	face_lift%1:04:00::
wn:00265472n	face_lift%1:04:01::
wn:05711206n	face_recognition%1:09:00::
wn:01263582n	face_saver%1:04:00::
wn:00665781n	facial%1:04:00::
wn:11454042n	facilitation%1:19:00::
wn:01208291n	facilitation%1:04:00::
wn:00578549n	facility%1:04:00::
wn:07327805n	factor%1:11:00::
wn:05783041n	factorization%1:09:00::
wn:05751173n	fad%1:09:00::
wn:00230172n	fade%1:04:00::
wn:07431369n	fadeout%1:11:01::
wn:07423248n	fading_away%1:11:00::
wn:00066901n	failing%1:04:00::
wn:00066636n	failure%1:04:00::
wn:07317764n	failure%1:11:00::
wn:00066397n	failure%1:04:01::
wn:07478318n	faint%1:11:00::
wn:00127866n	fair_ball%1:04:00::
wn:00139544n	fair_catch%1:04:00::
wn:07293391n	fair_deal%1:11:00::
wn:01200502n	fair_hearing%1:04:00::
wn:01092403n	fair_trade%1:04:01::
wn:01092315n	fair_trade%1:04:00::
wn:11456462n	fair_weather%1:19:00::
wn:00047941n	fait_accompli%1:04:00::
wn:01207187n	faith%1:04:00::
wn:00699736n	faith_healing%1:04:00::
wn:00752298n	fakery%1:04:00::
wn:00756919n	fall%1:04:03::
wn:07427728n	fall%1:11:01::
wn:07370270n	fall%1:11:04::
wn:07471371n	fall%1:11:02::
wn:07418146n	fall_of_man%1:11:00::
wn:07225333n	false_alarm%1:10:00::
wn:01147222n	false_imprisonment%1:04:00::
wn:00772026n	false_pretense%1:04:00::
wn:01193044n	false_verdict%1:04:00::
wn:00751145n	falsification%1:04:02::
wn:00750890n	falsification%1:04:00::
wn:00155298n	falsification%1:04:01::
wn:00737070n	familiarity%1:04:00::
wn:00632342n	family_practice%1:04:00::
wn:00703926n	family_therapy%1:04:00::
wn:07315790n	famine%1:11:00::
wn:00531355n	fan_dance%1:04:00::
wn:00532739n	fandango%1:04:00::
wn:00507887n	fantan%1:04:00::
wn:00492497n	fantan%1:04:01::
wn:00532896n	farandole%1:04:00::
wn:00307314n	fare-stage%1:04:00::
wn:00053097n	farewell%1:04:00::
wn:00916464n	farming%1:04:00::
wn:00453731n	farming%1:04:01::
wn:00492724n	faro%1:04:00::
wn:13479034n	farrow%1:22:00::
wn:00839597n	fart%1:04:00::
wn:00893649n	fartlek%1:04:00::
wn:06881798n	fasces%1:10:00::
wn:00415226n	fashion%1:04:00::
wn:05750657n	fashion%1:09:00::
wn:01069980n	fast%1:04:00::
wn:00294577n	fast_break%1:04:00::
wn:00173487n	fast_track%1:04:00::
wn:00108181n	fastball%1:04:00::
wn:00147595n	fastening%1:04:00::
wn:14101568n	fat_embolism%1:26:00::
wn:13479169n	fat_metabolism%1:22:00::
wn:11456615n	fata_morgana%1:19:00::
wn:07361717n	fatal_accident%1:11:00::
wn:07332956n	fatality%1:11:00::
wn:00592446n	fatherhood%1:04:01::
wn:00592367n	fatherhood%1:04:00::
wn:00730708n	fatigue_duty%1:04:00::
wn:01154661n	fattism%1:04:00::
wn:01191610n	fatwa%1:04:00::
wn:07422244n	fault%1:11:00::
wn:00568813n	fault%1:04:01::
wn:00076196n	faux_pas%1:04:00::
wn:01226941n	favor%1:04:00::
wn:05790758n	favorite%1:09:00::
wn:14182103n	favus%1:26:00::
wn:07290144n	feast%1:11:00::
wn:00840751n	feasting%1:04:00::
wn:00036762n	feat%1:04:00::
wn:00342565n	feather%1:04:00::
wn:00411553n	featherbedding%1:04:00::
wn:06615026n	feature%1:10:00::
wn:05741340n	fecal_occult_test%1:09:00::
wn:00804379n	federalization%1:04:00::
wn:01153305n	federation%1:04:00::
wn:01121245n	fee_splitting%1:04:00::
wn:13479380n	feedback%1:22:00::
wn:01057759n	feeding%1:04:01::
wn:05677340n	feel%1:09:00::
wn:00854538n	feel%1:04:00::
wn:05721500n	feeling%1:09:01::
wn:05707718n	feeling%1:09:00::
wn:00172073n	feint%1:04:00::
wn:00222376n	fell%1:04:00::
wn:00855169n	fellatio%1:04:00::
wn:00223268n	felo-de-se%1:04:00::
wn:00768701n	felony%1:04:00::
wn:00800421n	feminist_movement%1:04:00::
wn:13479605n	feminization%1:22:00::
wn:06660009n	fence_mending%1:10:00::
wn:01171644n	fencing%1:04:00::
wn:07311540n	fender-bender%1:11:00::
wn:00674562n	fenestration%1:04:00::
wn:00517564n	feria%1:04:00::
wn:11480091n	ferrimagnetism%1:19:00::
wn:11480284n	ferromagnetism%1:19:00::
wn:01106587n	ferry%1:04:00::
wn:07436986n	fertilization%1:11:00::
wn:07434473n	fertilization%1:11:01::
wn:13479889n	festering%1:22:00::
wn:00517728n	festival%1:04:00::
wn:00334174n	fetal_movement%1:04:00::
